ETF代码,ETF名称,基金规模,next_crawl_index
159390,中证A50ETF国联,1.77985489,380
517520,黄金股ETF永赢,109.93948439,380
530680,上证180ETF兴业,1.4313601,380
159601,A50ETF华夏,16.29355113,380
510300,沪深300ETF华泰柏瑞,1376.90834679,380
159925,沪深300ETF南方,25.54484365,380
159877,医疗ETF南方,1.12868253,380
563930,上证增强ETF招商,0.32634536,380
159177,工程机械ETF鹏华,0.44699106,380
516530,物流ETF银华,0.17820102,380
159919,沪深300ETF嘉实,635.69656032,380
515360,沪深300ETF方正富邦,2.58153907,380
510330,沪深300ETF华夏,729.06063842,380
159673,沪深300ETF鹏华,18.3939979,380
515760,浙江国资ETF华夏,1.30407816,380
159975,深100ETF招商,0.48510972,380
560180,沪深300ESGETF南方,0.16300132,380
530300,上证180ETF华泰柏瑞,0.46790249,380
159393,沪深300ETF万家,2.17379588,380
512240,A50ETF鹏华,0.2070913,380
563000,中国A50ETF易方达,20.25854938,380
159128,港股科技ETF天弘,19.26782071,380
563280,A50增强ETF富国,0.09925768,380
159380,A500ETF东财,1.75398245,380
512990,MSCIA股ETF华夏,2.17980586,380
561300,沪深300增强ETF国泰,3.21592734,380
561880,A100ETF华富,1.15781708,380
159656,沪深300成长ETF万家,3.48794755,380
526070,N恒指港股通ETF博时,2.30904837,380
159237,港股汽车ETF工银,0.45832902,380
563630,A500增强ETF国联安,0.48169114,380
510350,沪深300ETF工银,35.25601579,380
159038,粮食ETF易方达,1.95022134,380
159528,国企改革ETF富国,0.14230212,380
159330,沪深300ETF东财,4.62982726,380
159587,粮食ETF广发,1.74203119,380
159985,豆粕ETF华夏,30.79617881,380
515600,央企创新ETF广发,18.1863868,380
515770,MSCI中国A股ETF摩根,0.63236404,380
159030,粮食ETF华夏,3.15998218,380
159959,央企ETF银华,30.96841344,380
159793,线上消费ETF平安,0.32880617,380
510390,沪深300ETF平安,6.137612,380
560650,核心50ETF民生加银,0.08758635,380
159686,A100ETF易方达,0.99946033,380
510370,沪深300ETF兴业,0.88490071,380
159251,港股通科技ETF万家,2.20472742,380
512430,家居家电ETF华泰柏瑞,0.3655068,380
530280,上证180ETF平安,0.42250518,380
517360,沪港深科技ETF华安,0.25200684,380
562310,沪深300成长ETF银华,6.31388451,380
515660,沪深300ETF国联安,28.37438733,380
159787,建材ETF易方达,0.85006364,380
159322,黄金股ETF平安,1.96835182,380
562000,A100ETF华宝,4.01706472,380
512520,MSCI中国ETF华泰柏瑞,0.6413601,380
159923,中证A100ETF大成,0.19140226,380
159653,ESG300ETF国联安,0.70524806,380
510810,上海国企ETF汇添富,51.77192795,380
510380,沪深300ETF国寿,16.81422282,380
512360,MSCIA股ETF平安,0.56913525,380
159745,建材ETF国泰,10.28916405,380
510670,上证180ETF华夏,2.56514972,380
512650,长三角ETF汇添富,0.42792233,380
512130,全指现金流ETF鹏华,0.1796337,380
159210,港股通汽车ETF汇添富,0.41358408,380
515680,央企创新ETF嘉实,19.32002703,380
520680,港股通汽车ETF南方,0.71977395,380
159576,深证100ETF广发,0.59943196,380
510760,上证指数ETF国泰,22.6446993,380
515350,沪深300ETF民生加银,0.70896748,380
159361,A500ETF易方达,243.64487557,380
563600,A500增强ETF易方达,0.51168375,380
561770,A100ETF博时,0.497913,380
515210,钢铁ETF国泰,15.70040581,380
516840,汽车ETF南方,1.361493,380
510980,上证指数ETF汇添富,5.03044332,380
159716,深证100ETF华宝,0.71795081,380
560390,电网设备ETF易方达,16.11161352,380
512080,A500ETF中金,6.47519929,380
561180,A100ETF富国,0.69701488,380
520720,港股汽车ETF国泰,1.47486366,380
159976,湾创ETF工银,1.00796384,380
510040,上证180ETF鹏华,0.4567576,380
159800,中证800ETF鹏华,0.40078466,380
512190,浙商之江凤凰ETF,4.3582343,380
159631,A100ETF招商,0.5239103,380
159212,深100ETF南方,1.26383549,380
159203,大盘成长ETF博时,0.0706328,380
159723,科技龙头ETF汇添富,0.42357258,380
562580,可选消费ETF华夏,0.38107125,380
512090,MSCIA股ETF易方达,6.03887662,380
520780,港股通汽车ETF华宝,0.350016,380
159616,农牧ETF建信,0.57177328,380
515900,央企创新ETF博时,38.65904531,380
512950,央企改革ETF华夏,63.63180389,380
561200,中证A100ETF工银,0.48810746,380
512910,A100ETF广发,1.8879529,380
512960,央企结构调整ETF博时,59.01767375,380
510410,资源ETF博时,9.0506034,380
159973,民企ETF弘毅远方,4.29749333,380
159730,家电ETF博时,0.46403477,380
159856,互联网龙头ETF工银,2.12868116,380
517200,互联网ETF嘉实,0.8638311,380
159706,深证100ETF华安,0.47247659,380
520600,港股通汽车ETF广发,5.41790976,380
159226,中证A500增强ETF国泰,0.76335801,380
159721,深证100ETF永赢,0.77601991,380
159326,电网设备ETF华夏,296.89266872,380
159729,互联网ETF汇添富,0.49089413,380
159974,央企创新ETF富国,0.75770359,380
512060,A100ETF天弘,0.13900416,380
159249,A500增强ETF工银,1.29723157,380
159725,线上消费ETF工银,1.38129812,380
159512,汽车ETF广发,0.53518626,380
159362,A500ETF工银,19.76355485,380
561380,电网设备ETF国泰,72.99389297,380
159323,港股通汽车ETF华夏,1.23338801,380
159356,A500ETF万家,9.52934674,380
517050,互联网ETF华泰柏瑞,2.4080501,380
563220,A500ETF富国,77.8509739,380
159350,深证50ETF富国,1.69948719,380
560380,A100ETF南方,1.92809991,380
159970,深100ETF工银,0.10055697,380
159517,中证800增强ETF银华,0.123271,380
560510,中证A500ETF泰康,31.07985077,380
510210,上证指数ETF富国,68.00581329,380
159529,标普消费ETF景顺,11.15051541,380
159627,A100ETF华夏,0.20966968,380
159386,A500ETF永赢,0.83086948,380
159357,A500ETF博时,16.1646769,380
563880,A500ETF汇添富,13.76380194,380
563550,A500增强ETF摩根,1.01746911,380
561130,国货ETF富国,1.23505757,380
512160,MSCI中国A股ETF南方,1.9265248,380
159353,中证A500ETF景顺,38.2571013,380
563800,A500ETF广发,95.30133743,380
159339,A500ETF银华,22.6776925,380
159379,A500ETF融通,1.23633775,380
515550,中证500ETF国联,0.3071357,380
561190,碳中和ETF富国,2.25687624,380
159320,电网设备ETF广发,11.35897254,380
159360,A500ETF天弘,16.51367387,380
159661,A100ETF嘉实,0.36215487,380
512020,A500ETF鹏华,13.28553328,380
159197,石油ETF招商,0.45551014,380
159359,A500ETF华安,9.41915285,380
159936,可选消费ETF广发,2.18150842,380
159630,A100ETF汇添富,0.13224043,380
561000,沪深300增强ETF华安,0.6684288,380
159216,深证100ETF大成,0.18218564,380
512050,A500ETF华夏,187.07247018,380
561500,漂亮50ETF华泰柏瑞,0.50944459,380
159351,A500ETF嘉实,74.85147122,380
159358,中证A500ETF大成,9.37792386,380
560550,碳中和ETF广发,1.39493244,380
159182,家电ETF南方,0.31218722,380
159215,A500ETF平安,12.92360767,380
159981,能源化工ETF建信,33.70561082,380
159996,家电ETF国泰,8.69277962,380
560060,碳中和ETF汇添富,0.7799225,380
159518,标普油气ETF嘉实,22.58811866,380
520730,港股通汽车ETF万家,1.73020538,380
159338,中证A500ETF国泰,241.0524222,380
560530,中证A500ETF摩根,29.635013,380
159641,碳中和ETF招商,1.03278482,380
159901,深证100ETF易方达,40.01635319,380
159961,深100ETF方正富邦,2.67040899,380
159148,石油ETF富国,2.39072069,380
563860,中证A500ETF海富通,2.45667314,380
563360,A500ETF华泰柏瑞,313.90110665,380
560610,A500ETF招商,52.24767314,380
563500,A500ETF华宝,4.08880043,380
563010,电信ETF易方达,2.14063555,380
563650,中证A500ETF兴业,1.50947149,380
159588,石油ETF景顺,7.6912351,380
515800,中证800ETF汇添富,42.51963283,380
563660,A500ETF银河,0.88421998,380
159523,沪深300成长ETF华夏,0.88468073,380
560300,电信ETF汇添富,0.60867544,380
159150,深证50ETF易方达,1.519578,380
159239,港股通汽车ETF富国,0.86800766,380
560490,工业有色ETF华泰柏瑞,1.78482,380
561570,油气ETF华泰柏瑞,1.19351038,380
515640,家电ETF华夏,0.182903,380
159352,A500ETF南方,296.75398883,380
561360,石油ETF国泰,22.27094084,380
159211,深证100ETF富国,0.2839937,380
159639,碳中和ETF南方,2.2713113,380
159376,A500ETF浦银,0.94092778,380
159642,碳中和ETF大成,0.254664,380
159640,碳中和龙头ETF工银,0.65233316,380
512940,有色ETF华安,17.27471422,380
159176,家电ETF华宝,0.24813711,380
159219,深证100ETF融通,0.21984892,380
563330,A股ETF华泰柏瑞,1.38115094,380
159026,石油ETF南方,0.55974938,380
560690,电信ETF鹏华,0.42662928,380
560750,A500ETF申万菱信,0.94175042,380
159168,有色ETF富国,2.50758286,380
159697,石油ETF鹏华,17.60949128,380
561120,家电ETF富国,0.3861719,380
159028,港股汽车ETF天弘,1.44083216,380
560880,家电ETF广发,3.44237368,380
517350,沪港深科技ETF广发,0.65835244,380
159511,通信ETF南方,3.07469892,380
516650,有色金属ETF华夏,109.29912364,380
560810,央企ESGETF融通,2.6453174,380
561330,矿业ETF国泰,19.59551309,380
159121,港股通汽车ETF易方达,0.95676656,380
159309,油气ETF汇添富,8.73695237,380
159690,有色矿业ETF招商,6.94124772,380
159767,电池龙头ETF兴银,2.33563778,380
562990,碳中和ETF易方达,4.21204652,380
512400,有色金属ETF南方,259.97026714,380
159240,A500增强ETF天弘,0.19868276,380
159731,石化ETF华夏,8.2026773,380
563150,油气ETF银华,0.65552473,380
517330,长江保护ETF易方达,18.43312388,380
517160,长江保护ETF南方,18.36554834,380
512370,A500增强ETF华夏,4.86235,380
159186,港股通汽车ETF鹏华,1.00226897,380
159163,有色ETF泰康,1.84165277,380
159192,家电ETF汇添富,0.30677194,380
159728,在线消费ETF南方,0.3311252,380
516010,游戏ETF国泰,23.73287178,380
560290,有色ETF景顺,2.13864042,380
159652,有色ETF汇添富,33.22243326,380
159017,石油ETF工银,1.64557754,380
159018,石油ETF广发,0.31693016,380
516770,游戏ETF华泰柏瑞,3.55568072,380
510170,大宗商品ETF国联安,5.7528072,380
159195,石油ETF华安,0.92651108,380
159199,石油ETF平安,0.92426824,380
159550,互联网ETF东财,1.49099604,380
159189,石油ETF华夏,1.25317371,380
159181,石油ETF易方达,1.48737884,380
561760,油气ETF博时,2.81451105,380
159869,游戏ETF华夏,81.68193608,380
159029,有色ETF广发,3.03122177,380
517950,沪深港科技50ETF交银,0.87728826,380
562300,碳中和ETF银华,0.50183485,380
159328,家电ETF易方达,1.27088772,380
159019,石油ETF华宝,0.59760444,380
513310,中韩半导体ETF华泰柏瑞,133.65618081,380
516570,化工行业ETF易方达,13.32316521,380
159623,成渝经济圈ETF博时,32.04253922,380
561090,A500增强ETF华安,2.46044148,380
159171,工业有色ETF博时,2.0589673,380
560870,工业有色ETF中银,1.77484639,380
159943,深证成指ETF大成,1.93736397,380
159533,中证2000ETF博时,0.22339965,380
159755,电池ETF广发,132.23578075,380
159157,有色金属ETF天弘,75.16346212,380
159757,电池ETF景顺,2.34436114,380
159610,中证500增强ETF景顺,1.78976237,380
516070,低碳ETF易方达,2.0443928,380
516110,汽车ETF国泰,2.94938152,380
159720,智能车ETF泰康,0.39810938,380
560470,有色ETF易方达,2.2162884,380
159871,有色ETF银华,12.93841954,380
159367,创业板50ETF华夏,1.87184222,380
560100,中证500增强ETF南方,0.81196259,380
159298,创业板50ETF大成,2.04529818,380
159840,锂电池ETF工银,18.68440237,380
159335,央企科创ETF融通,0.9771986,380
159243,创业板人工智能ETF招商,2.05391402,380
159876,有色ETF华宝,15.13613456,380
530380,上证380ETF易方达,1.9741665,380
159912,深300ETF汇添富,1.24788596,380
159903,深成ETF南方,5.25484955,380
159881,有色金属ETF国泰,1.65425209,380
159678,500增强ETF博时,1.23507054,380
159156,电池ETF万家,2.63680544,380
159775,电池ETF建信,2.40821321,380
560860,工业有色ETF万家,93.08580054,380
159369,创业板50ETF易方达,4.10237127,380
159991,创业板大盘ETF招商,0.97466456,380
159814,创业大盘ETF西部利得,4.24557768,380
560560,碳中和ETF泰康,0.5615208,380
159372,创业板50ETF万家,1.37206139,380
562340,中证500成长ETF银华,0.11499752,380
159259,成长ETF易方达,27.38894566,380
515860,科技ETF嘉实,2.29952237,380
159373,创业板50ETF嘉实,2.96295197,380
159606,中证500成长ETF易方达,3.87640584,380
159375,创业板50ETF国泰,2.29785344,380
562010,绿色能源ETF华宝,0.25343544,380
515190,中证500ETF中银证券,5.39295532,380
560590,中证1000增强ETF鹏华,0.265689,380
515880,通信ETF国泰,326.57625546,380
159032,工业有色ETF易方达,2.59696182,380
159162,工业有色ETF鹏华,4.17742962,380
563030,中证500增强ETF易方达,1.64907118,380
159695,通信ETF嘉实,6.8797383,380
159507,通信ETF广发,4.70360071,380
159902,中小100ETF华夏,3.76453384,380
159958,创业板ETF工银,5.42362093,380
516590,智能汽车ETF易方达,0.68815845,380
512260,中证500低波动ETF华安,0.41807385,380
510290,上证380ETF南方,1.52637826,380
159811,5GETF博时,2.34212808,380
560500,500质量成长ETF鹏扬,3.83134034,380
159790,碳中和ETF华夏,13.89028638,380
159908,创业板ETF博时,10.85758733,380
159949,创业板50ETF华安,246.79977949,380
159758,红利质量ETF华夏,12.25678011,380
159205,创业板ETF东财,5.96693119,380
159944,材料ETF广发,0.6349433,380
561590,中证1000增强ETF华泰柏瑞,1.03359354,380
159370,创50ETF工银,2.51158268,380
159977,创业板ETF天弘,62.52059896,380
516960,机械ETF国泰,0.14753655,380
516380,智能电动车ETF华宝,0.85521765,380
159885,碳中和ETF鹏华,2.11197219,380
159383,创业板50ETF华泰柏瑞,0.63490856,380
159291,创业板综增强ETF招商,0.28495411,380
159948,创业板ETF南方,45.08999124,380
159371,创业板50ETF富国,3.46535614,380
159682,创业板50ETF景顺,42.50337638,380
159279,创业板人工智能ETF华安,2.13553442,380
159952,创业板ETF广发,85.29296708,380
159810,创业板ETF浦银,0.78966521,380
159870,化工ETF鹏华,186.37935292,380
159915,创业板ETF易方达,426.19139018,380
588320,双创50增强ETF广发,0.73691202,380
159242,创业板人工智能ETF大成,7.91869897,380
159821,创业板ETF中银证券,0.8648004,380
159677,中证1000增强ETF银华,0.46859711,380
159287,创业板综ETF博时,1.35022435,380
159681,创业板50ETF鹏华,14.21687291,380
159886,机械ETF富国,0.7224053,380
159906,深成长ETF大成,2.98232245,380
159676,创业板增强ETF富国,1.72173938,380
510530,中证500ETF工银,4.19411027,380
159880,有色ETF鹏华,13.61431664,380
159861,碳中和50ETF国泰,1.25790214,380
516660,新能源车ETF华安,1.9359991,380
516320,高端装备ETF华夏,0.84095051,380
159133,化工ETF天弘,21.72078265,380
159971,创业板ETF富国,18.95196566,380
516220,化工ETF国泰,3.2504885,380
159363,创业板人工智能ETF华宝,75.36131167,380
159129,化工ETF嘉实,14.67940053,380
159994,通信ETF银华,34.14195943,380
159381,创业板人工智能ETF华夏,23.51164814,380
159388,创业板人工智能ETF国泰,10.46374489,380
516120,化工ETF富国,51.83831884,380
159957,创业板ETF华夏,19.19225145,380
159637,新能源车ETF东财,6.38035053,380
159968,中证500ETF博时,6.43632547,380
159382,创业板人工智能ETF南方,24.6781486,380
512500,中证500ETF华夏,73.53857166,380
561780,1000增强ETF博时,0.25490628,380
516020,化工ETF华宝,36.28089149,380
159956,创业板ETF建信,1.15460256,380
159781,科创创业ETF易方达,146.11818624,380
517390,云计算ETF天弘,3.08674074,380
159273,云计算ETF汇添富,12.08481598,380
159246,创业板人工智能ETF富国,37.44167326,380
159500,中证500ETF富国,1.66514559,380
510580,中证500ETF易方达,41.01007703,380
560220,中证2000ETF广发,0.76388256,380
159738,云计算ETF华泰柏瑞,3.06514498,380
560950,中证500增强ETF汇添富,0.16409207,380
159966,创业板价值ETF华夏,3.72374097,380
159247,创业板ETF汇添富,2.25971734,380
159675,创业板增强ETF嘉实,0.86843207,380
512580,环保ETF广发,8.65277522,380
510510,中证500ETF广发,22.28717233,380
512510,中证500ETF华泰柏瑞,10.26898117,380
515590,500等权ETF前海开源,0.722274,380
513350,标普油气ETF富国,10.30117168,380
515030,新能源车ETF华夏,46.85229648,380
515050,通信ETF华夏,153.91857016,380
515200,创新100ETF申万菱信,1.12911094,380
561950,中证500增强ETF招商,1.26201888,380
561550,中证500增强ETF华泰柏瑞,14.3810966,380
510500,中证500ETF南方,365.76500368,380
561280,中证1000增强ETF工银,1.32657627,380
159806,新能源车ETF国泰,7.58461471,380
159597,创业板成长ETF易方达,6.32494556,380
516580,新能源ETF博时,1.05066469,380
159964,创业板ETF平安,4.92702383,380
563560,科技成长ETF兴业,0.83940624,380
562910,高端制造ETF易方达,1.83172026,380
516390,新能源车ETF汇添富,1.94863289,380
560010,中证1000ETF广发,28.25922663,380
560110,中证1000ETF汇添富,1.90183182,380
516300,中证1000ETF华泰柏瑞,0.73333974,380
561350,中证500ETF国泰,0.972103,380
515530,中证500ETF泰康,0.55594101,380
159820,中证500ETF天弘,18.81147695,380
159106,民企300ETF前海开源,0.49271693,380
510550,中证500ETF方正富邦,0.50620716,380
516850,新能源ETF华夏,1.52689602,380
159836,创业板300ETF天弘,1.46029773,380
159824,新能源车ETF博时,1.14575591,380
510590,中证500ETF平安,13.22120151,380
159967,创业板成长ETF华夏,58.30765352,380
159620,中证500成长ETF华夏,0.30924536,380
563200,中证2000ETF富国,0.45663984,380
159337,中证500ETF东财,4.56107923,380
159922,中证500ETF嘉实,74.09046203,380
563750,中证500ETF汇添富,4.1189427,380
159935,中证500ETF景顺,0.61525415,380
512100,中证1000ETF南方,99.56905141,380
159808,创100ETF融通,0.79904394,380
510560,中证500ETF国寿,1.27628698,380
515700,新能源车ETF平安,17.04344582,380
159552,中证2000增强ETF招商,9.25083623,380
159633,中证1000ETF易方达,18.59320079,380
517660,物联网ETF天弘,0.62016812,380
159982,中证500ETF鹏华,3.00482024,380
159289,创业板综指ETF鹏华,0.41971468,380
516860,金融科技ETF博时,13.8313791,380
159563,创业板综ETF华夏,0.43875028,380
159583,通信ETF富国,22.8372391,380
516160,新能源ETF南方,66.34977114,380
159541,创业板综ETF万家,1.15516994,380
159183,新能源车ETF招商,0.5771408,380
159527,云计算ETF广发,3.22785008,380
515000,科技ETF华宝,32.07084063,380
159845,中证1000ETF华夏,41.87787811,380
159532,中证2000ETF易方达,2.09382893,380
159292,创业板综增强ETF华宝,0.44719907,380
512870,杭州湾区ETF南华,0.35560701,380
159556,中证2000增强ETF平安,0.20222916,380
563570,金融科技ETF兴业,0.8774733,380
159629,中证1000ETF富国,11.43494474,380
159890,云计算ETF招商,4.63920829,380
516090,新能源ETF易方达,12.14257862,380
515580,科技100ETF华泰柏瑞,4.73808819,380
515750,科技50ETF富国,6.18305653,380
510770,G60创新ETF申万菱信,0.17675353,380
562800,稀有金属ETF嘉实,59.64753801,380
516630,云计算ETF华夏,9.43757568,380
512770,战略新兴ETF华夏,2.89929711,380
159875,新能源ETF嘉实,15.44722229,380
560990,科技先锋ETF中金,0.19780636,380
159680,中证1000增强ETF招商,12.9380945,380
159628,国证2000ETF万家,3.25896892,380
516510,云计算ETF易方达,26.3616963,380
159288,创业板综ETF银华,1.27879421,380
562030,信创ETF华宝,0.79880619,380
159531,中证2000ETF南方,8.41585628,380
561800,稀有金属ETF华富,2.47250931,380
515920,智能消费ETF博时,0.88181827,380
588660,科创创业50ETF兴银,0.72089728,380
530100,上证580ETF易方达,1.73337472,380
562570,信创ETF华夏,5.12518991,380
159608,稀有金属ETF广发,44.55118608,380
159685,1000增强ETF天弘,0.23947544,380
516100,金融科技ETF华夏,11.32670301,380
516050,科技龙头ETF工银,2.50965124,380
159679,中证1000增强ETF国泰,0.70545426,380
516000,大数据ETF华夏,3.40557848,380
159739,云计算ETF鹏华,4.05894711,380
563670,金融科技ETF鹏华,1.38847549,380
159155,电池ETF大成,5.18833386,380
510570,中证500ETF兴业,0.59547704,380
159299,金融科技ETF易方达,1.95843263,380
159103,金融科技ETF汇添富,2.17239246,380
516270,新能源ETF华安,2.44201029,380
515720,金融科技ETF富国,3.10045812,380
159160,电池ETF东财,1.51888421,380
159536,中证2000ETF汇添富,0.59442046,380
561050,稀有金属ETF易方达,3.26458,380
159290,创业板综指增强ETF东财,0.65176037,380
159012,科创创业50ETF鹏华,1.24478423,380
159603,科创创业ETF天弘,42.47891696,380
159752,新能源ETF申万菱信,4.05758362,380
512220,TMTETF景顺,7.520846,380
159851,金融科技ETF华宝,70.46245478,380
588350,科创创业50ETF鹏扬,13.33079276,380
563300,中证2000ETF华泰柏瑞,41.23985418,380
159783,科创创业50ETF华夏,55.79616338,380
159852,软件ETF嘉实,82.23230608,380
517800,人工智能50ETF方正富邦,3.10432808,380
588390,科创创业ETF博时,2.1411026,380
159899,软件ETF招商,6.30129695,380
516700,大数据ETF华宝,1.15315608,380
588300,科创创业50ETF招商,17.67837118,380
515400,大数据ETF富国,13.64940895,380
159780,科创创业50ETF南方,33.97674469,380
515230,软件ETF国泰,48.17289954,380
159782,双创50ETF银华,6.5326107,380
561370,中证2000ETF国泰,0.340929,380
588330,双创50ETF华宝,11.54194791,380
159590,软件ETF汇添富,5.624402,380
159907,国证2000ETF广发,1.92277348,380
588400,科创创业ETF嘉实,15.74899992,380
159175,电池ETF易方达,2.56789587,380
159147,电池ETF南方,25.91097773,380
588310,科创创业ETF方正富邦,0.4585605,380
560910,电池ETF华泰柏瑞,1.80399881,380
512460,电池ETF华夏,1.69682486,380
562660,中证2000ETF华夏,4.83811056,380
512720,计算机ETF国泰,4.99130065,380
562930,软件ETF易方达,9.08240244,380
560360,软件ETF万家,2.7033292,380
530530,上证580ETF华夏,2.0014782,380
560850,信创ETF汇添富,1.16398128,380
159909,TMT50ETF招商,7.26634272,380
562880,电池ETF嘉实,9.5892962,380
560660,云计算50ETF新华,1.69860328,380
159671,稀有金属ETF工银,14.02789685,380
588480,科创创业人工智能ETF中金,2.8357082,380
159773,创业板科技ETF华泰柏瑞,2.08371614,380
159149,创业板新能源ETF工银,0.67359251,380
159777,创科技ETF国联安,0.42846999,380
159796,电池ETF汇添富,79.95006792,380
159743,湖北ETF博时,1.66135178,380
159778,工业互联网ETF鹏华,0.50963327,380
588360,科创创业ETF国泰,2.99301484,380
516710,新材料ETF华夏,0.51000768,380
561160,电池ETF富国,25.80112892,380
588380,科创创业ETF富国,28.9138255,380
159190,创业板新能源ETF天弘,0.7812312,380
560410,电池ETF鹏华,0.72195774,380
159505,国证2000ETF博时,0.24471804,380
561010,软件ETF华安,2.32425828,380
159807,科技ETF易方达,8.64311447,380
512930,AI人工智能ETF平安,30.17469372,380
588470,科创创业人工智能ETF华安,5.36583426,380
159555,中证2000增强ETF银华,0.67470332,380
159295,创业综指ETF西部利得,0.90760049,380
515980,人工智能ETF华富,70.63240854,380
560710,船舶ETF富国,13.3598346,380
516360,新材料ETF华宝,0.64745775,380
159261,创业板新能源ETF鹏华,1.06530344,380
515070,人工智能ETF华夏,100.30793699,380
159819,人工智能ETF易方达,240.6712379,380
515320,电子50ETF华安,1.30729519,380
159035,软件ETF天弘,2.74356176,380
561910,电池ETF招商,44.70382845,380
563050,央企科技ETF易方达,1.74790926,380
560790,软件ETF鹏华,2.68543784,380
159013,工业互联网ETF大成,0.78307296,380
159535,中证2000ETF嘉实,0.26252762,380
159187,创业板新能源ETF景顺,0.6559213,380
159009,创业板新能源ETF易方达,0.57354257,380
159293,创业板综增强ETF建信,0.33999857,380
562520,中证1000成长ETF华夏,0.53243008,380
159565,汽车零部件ETF易方达,2.16548036,380
159248,人工智能ETF万家,2.40745565,380
560170,央企科技ETF南方,3.48064601,380
159521,国证2000ETF平安,0.20788506,380
159586,计算机ETF南方,2.79965863,380
159368,创业板新能源ETF华夏,10.80628018,380
159703,新材料ETF天弘,0.60645012,380
588110,科创成长ETF广发,3.98076408,380
159122,创业板新能源ETF富国,0.85758627,380
159709,物联网ETF工银,0.42067676,380
159889,智能汽车ETF国泰,0.33437621,380
516890,新材料ETF平安,0.30050001,380
159526,机器人ETF嘉实,10.65724032,380
159763,新材料ETF建信,0.74497659,380
159257,航空ETF汇添富,1.50567366,380
159306,汽车零部件ETF平安,0.30163699,380
159872,智能网联汽车ETF鹏华,0.57928247,380
561310,消电ETF国泰,0.55996307,380
159998,计算机ETF天弘,17.37443735,380
159896,物联网ETF南方,0.51884526,380
159140,科创创业人工智能ETF易方达,5.17949101,380
588020,科创成长ETF易方达,12.43841153,380
159573,创业板200ETF华夏,1.35448231,380
589600,科创综指ETF富国,3.8860224,380
159553,中证2000增强ETF海富通,0.52758809,380
159571,创业板200ETF富国,0.28393284,380
588410,科创创业人工智能ETF鹏华,1.441925,380
562380,央企科技ETF银华,0.96869113,380
159305,储能电池ETF广发,11.83429837,380
159022,科创创业人工智能ETF富国,1.48168195,380
159613,信息安全ETF嘉实,0.69316229,380
589700,科创成长ETF南方,0.28011189,380
588680,科创100增强ETF广发,0.89286525,380
159804,创中盘88ETF国寿,0.4132254,380
588690,科创增强ETF银华,0.67591524,380
515260,电子ETF华宝,8.38364317,380
159551,机器人ETF国泰,3.88485338,380
560770,机器人ETF招商,17.47226841,380
159997,电子ETF天弘,15.63832686,380
562920,信息安全ETF易方达,0.84631068,380
589150,科创50ETF平安,0.81707114,380
588070,科创成长ETF万家,0.62179824,380
588210,科创100ETF易方达,3.31385136,380
159761,新材料ETF国泰,1.66616948,380
159918,中创400ETF嘉实,0.83737863,380
588370,科创50增强ETF南方,1.17306288,380
159387,创业板新能源ETF国泰,16.2948389,380
589950,科创100ETF富国,3.86731736,380
516260,物联网ETF华夏,0.73834969,380
159667,工业母机ETF国泰,22.51671016,380
159663,机床ETF华夏,5.28576822,380
588500,科创100增强ETF易方达,1.11322431,380
588030,科创100ETF博时,51.49540192,380
562500,机器人ETF华夏,184.78513504,380
159895,物联网ETF易方达,1.16399164,380
159153,消费电子ETF鹏华,1.0539644,380
159142,科创创业人工智能ETF景顺,13.06181958,380
517850,张江ETF汇添富,0.51740946,380
562360,机器人ETF银华,3.27669118,380
588430,科创创业人工智能ETF工银,1.5408891,380
159193,新能源电池ETF银华,2.3376162,380
159213,机器人ETF汇添富,5.94809529,380
515250,智能汽车ETF富国,5.06783889,380
159270,创业板200ETF南方,1.28230706,380
562560,信息技术ETF华夏,0.51802758,380
159538,信创ETF富国,1.1497644,380
588190,科创100ETF银华,28.72073199,380
159888,智能汽车ETF华夏,0.92625497,380
563210,专精特新ETF富国,2.21350509,380
589550,科创价值ETF华夏,0.34351289,380
516520,智能驾驶ETF华泰柏瑞,11.61255087,380
159139,科创创业人工智能ETF华泰柏瑞,2.22299515,380
159543,国证2000ETF工银,0.71974226,380
588420,科创创业人工智能ETF摩根,2.1597776,380
516780,稀土ETF华泰柏瑞,24.48620518,380
159258,机器人ETF南方,15.68460143,380
560230,光伏ETF富国,0.70091775,380
588220,科创100ETF鹏华,61.71418665,380
159770,机器人ETF天弘,69.1549052,380
562700,汽车零部件ETF华夏,1.5604675,380
512710,军工龙头ETF富国,80.21704274,380
159864,光伏ETF国泰,5.09424997,380
159779,消费电子ETF招商,2.35305798,380
159572,创业板200ETF易方达,3.17754844,380
159537,信创ETF国泰,1.129795,380
159539,信创ETF广发,1.36896453,380
159178,消费电子ETF汇添富,0.93021531,380
588980,科创100ETF广发,0.2330272,380
159795,智能汽车ETF汇添富,0.28817371,380
159389,数字经济ETF嘉实,1.62372085,380
560310,光伏ETF博时,1.7859834,380
588800,科创100ETF华夏,26.26583534,380
588880,科创100ETF华泰柏瑞,1.7488768,380
516330,物联网ETF华泰柏瑞,0.14901017,380
159540,信创ETF易方达,2.22858261,380
159107,创业板软件ETF富国,5.24408282,380
562950,消费电子ETF易方达,19.45312039,380
159208,航空航天ETF万家,3.78970713,380
516150,稀土ETF嘉实,80.76435239,380
159256,创业板软件ETF华夏,3.98432833,380
588550,科创综指增强ETF易方达,0.8650411,380
588900,科创100ETF南方,6.08635509,380
